ItemCode,Description,CategoryDescript,Sum_Qty,StoreCode,Unit_Cost,Value_On_Hand,TextUserField1,TextUserField2,TextUserField3,NumericUserField1,NumericUserField2,NumericUserField3
AM6WCT14,AM6WCT14 390A Contact Tip M10 X 35.5mm 1.4mm,Welding,350.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6WCT14,AM6WCT14 390A Contact Tip M10 X 35.5mm 1.4mm,Welding,-50.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6WCT16,AM6WCT16 Contact Tip M10 X 35.5mm1.6mm,Welding,526.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6WCT16A,AM6WCTA Contact Tip M10 x 35.5mm CuCrZr 1.6mm,Welding,150.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6WCT16A,AM6WCTA Contact Tip M10 x 35.5mm CuCrZr 1.6mm,Welding,150.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6WCT20,Contact Tip M10 2.0 mm,,100.00,JHB,13.3000,1330.000000,,,,0.0000,0.0000,0.0000
AMA6002A,AMA6002A Auto Swan Neck Straight,Welding,7.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AMB1528,AMB1528 Gun Plug Body,Welding,17.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AMB1528,AMB1528 Gun Plug Body,Welding,-10.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AMCLST-KITS,AMCLST-KITS Combi Liner Set up Kit,Welding,10.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AMCLST-KITS,AMCLST-KITS Combi Liner Set up Kit,Welding,10.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AMDMS,AMDMNS Screw and Nut,Welding,5.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AMDMS,AMDMNS Screw and Nut,Welding,5.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AMM2514,AMM2514 Handle Kit,Welding,5.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AMN55WCN,AMN55WCN Conical Nozzle/Insulator Ass,Welding,187.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AMN55WCN-C,AMN55WCN-C Conical Nozzle c/w Insulator,Welding,45.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AMN55WCN-C,AMN55WCN-C Conical Nozzle c/w Insulator,Welding,215.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AMN55WCN-C,AMN55WCN-C Conical Nozzle c/w Insulator,Welding,5.00,JHB,73.1700,365.850000,,,,0.0000,0.0000,0.0000
AMN6WCNR,AMN6WCNR Nozzle Retaining Ring,Welding,16.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AMN6WCNR,AMN6WCNR Nozzle Retaining Ring,Welding,14.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AMOSW-LINER-T,AMOSW-LINER-T Soft Wire Liner Tool Package,Welding,10.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AMS3208-1,AMS3208-1 Ball Joint,Welding,15.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AMS3208-1,AMS3208-1 Ball Joint,Welding,15.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AMS3208-S,AMS3208-S Cable Support Nut,Welding,10.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AMS3208-S,AMS3208-S Cable Support Nut,Welding,10.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AMS8017,AMS8017 Handle Cable Support c/wBall Joint,Welding,8.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AMS8017,AMS8017 Handle Cable Support c/wBall Joint,Welding,12.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AMWS,AMWS Wear Parts Spanner,Welding,8.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AMWS,AMWS Wear Parts Spanner,Welding,12.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
ANT001,Anti Spatter 20L,,2.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AT1501,T2 Torch Body Air Cooled,Welding,5.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AT1501F,T2FX Flexible Torch Body Air Cooled,Welding,5.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AT2601,T3 Torch Body Air Cooled,Welding,5.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AT2601F,T3FX Flexible Torch Body Air cooled,Welding,5.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AT4501,T32/T4W Torch Body Liquid Cooled,Welding,5.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AT4501F,T3WFX/T4WFX Torch Body Liquid Cooled,Welding,5.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AT5501F,T5WFX Torch Body Water-Cooled,Welding,5.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
ATER1MS,Momentary Switch Kit,Welding,10.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
ATER3MS,3 Button Momentary Kit,Welding,5.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
ATER3MS,3 Button Momentary Kit,Welding,-1.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
ATP1,7Pin Uniarc Quick Fit Switch Plug Kit,Welding,10.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
ATP2,5 Pin Tuchel Quick Fit Switch Plug Kit,Welding,10.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
ATP3,3 Pin Xs 12 Series Quick Fit Switch Plug Kit,Welding,10.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
ATP5,6 Pin Amphenol Quick Fit Switch Plug Kit,Welding,10.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
ATRK4,4 Button Rocker Switch,Welding,10.00,JHB,194.1200,1941.200000,,,,0.0000,0.0000,0.0000
E0,Electrode 30-80A,Plasma Jhb,27.00,JHB,37.8000,1020.600000,,,,0.0000,0.0000,0.0000
E1,Electrode,Plasma,10.00,CPT,51.2400,512.400000,,,,0.0000,0.0000,0.0000
E1,Electrode,Plasma,62.00,JHB,51.2400,3176.880000,,,,0.0000,0.0000,0.0000
E3,Electrode 260A Brazing,,10.00,CPT,10.3100,103.100000,,,,0.0000,0.0000,0.0000
E3,Electrode 260A Brazing,,89.00,JHB,10.3100,917.590000,,,,0.0000,0.0000,0.0000
EX-4-001-004,75 A Machine,Plasma,1.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
EX-5-140-002,Hand Torch 65/85/105,,1.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
M1-4M-KIT,M1-4M-KIT 180 A A/C Mig Torch 4M,Welding,20.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
M1-4M-KIT,M1-4M-KIT 180 A A/C Mig Torch 4M,Welding,18.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
M1-4M-KIT,M1-4M-KIT 180 A A/C Mig Torch 4M,Welding,-1.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
M22-4M-KIT,M22-4M-KIT 250 A Mig Torch Package x 4m(incl starter kit),Welding,21.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
M22-4M-KIT,M22-4M-KIT 250 A Mig Torch Package x 4m(incl starter kit),Welding,21.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
M22-5M-KIT Multijust,M22M-5M-KIT Multijust 250A A/C Mig Torch (incl Starter kit),Welding,19.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
M22-5M-KIT Multijust,M22M-5M-KIT Multijust 250A A/C Mig Torch (incl Starter kit),Welding,-1.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
M22-5M-KIT Multijust,M22M-5M-KIT Multijust 250A A/C Mig Torch (incl Starter kit),Welding,10.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
M22-5M-KIT Normal,M22-5M-KIT M22- 250 A/C Mig Torch Package x 5mt(incl M22 Starter kit),Welding,19.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
M22-5M-KIT Normal,M22-5M-KIT M22- 250 A/C Mig Torch Package x 5mt(incl M22 Starter kit),Welding,-2.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
M22-5M-KIT Normal,M22-5M-KIT M22- 250 A/C Mig Torch Package x 5mt(incl M22 Starter kit),Welding,8.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
M22-5M-KIT Normal,M22-5M-KIT M22- 250 A/C Mig Torch Package x 5mt(incl M22 Starter kit),Welding,-1.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
M4-5M-KIT,M4-350A Air cooled Mig Torch Package 5M,Welding,6.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
M4-5M-KIT,M4-350A Air cooled Mig Torch Package 5M,Welding,-2.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
M4-5M-KIT,M4-350A Air cooled Mig Torch Package 5M,Welding,40.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
M5-5M,M5-5M 390A Air Cooled Mig Torch 5M,Welding,142.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
M5-5M,M5-5M 390A Air Cooled Mig Torch 5M,Welding,-1.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
M5-5M-AD,M5-5M-AD M5 390A Air Cooled Mig Torch 5m,Welding,20.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
M55W-5M-KIT,M55W-580A Liquid-Cooled Mig Torch Package,Welding,113.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
M6-5M,M6-430A Air Cooled Mig Torch Package 5M,Welding,17.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
M65WA45-1M,M65WA45-1M 580 A Liquid Cooled Mig Torch 1 M,Welding,2.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
M65WA45-1M,M65WA45-1M 580 A Liquid Cooled Mig Torch 1 M,Welding,17.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
M65WA45-2M,M65WA45-2M 580A Liquid Cooled Mig Torch x 2MT,Welding,2.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
M65WA45-2M,M65WA45-2M 580A Liquid Cooled Mig Torch x 2MT,Welding,14.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
M65WA45-2M,M65WA45-2M 580A Liquid Cooled Mig Torch x 2MT,Welding,-2.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
M6A-2M,M6 Torch 2M,,1.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
N1,T-11329:Nozzle 30A:HP260A:AJAN,Plasma Jhb,50.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
N2,Nozzle 40A,Plasma Jhb,7.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
N3,Nozzle 80A,Plasma Jhb,13.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
N4,Nozzle,,10.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
N5,Nozzle,Plasma,17.00,CPT,32.1100,545.870000,,,,0.0000,0.0000,0.0000
N5,Nozzle,Plasma,50.00,JHB,32.1100,1605.500000,,,,0.0000,0.0000,0.0000
N6,Nozzle 130A,Plasma Jhb,10.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
N7,Nozzle 260A,Plasma Jhb,40.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
N7,Nozzle 260A,Plasma Jhb,-5.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
N7,Nozzle 260A,Plasma Jhb,20.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
PC103; A141,Shield Cap,Plasma Jhb,45.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
PC109; A101,Shield Cap,Plasma Jhb,39.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
PD101-14;,Tip 1.4mm,Plasma Jhb,200.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
PD101-14;,Tip 1.4mm,Plasma Jhb,1000.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
PD101-17,Tip 1.7mm,Plasma Jhb,339.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
PE 101,Swirl Ring,Plasma Jhb,73.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
PR 101,Electrode,Plasma Jhb,1640.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
QAK1,Small Collet Body Kit 1.6/2.0/2.4,Welding,2.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
QAK1,Small Collet Body Kit 1.6/2.0/2.4,Welding,7.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
QAK2,Small Collet Body Kit 2.4/3.2/4.0,Welding,2.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
QAK2,Small Collet Body Kit 2.4/3.2/4.0,Welding,17.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
QAK3,Small Gas Lens Body Kit 1.6/2.0/2.4,Welding,-10.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
QAK3,Small Gas Lens Body Kit 1.6/2.0/2.4,Welding,18.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
QAK3,Small Gas Lens Body Kit 1.6/2.0/2.4,Welding,-5.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
QAK4,Small Gas Lens Body Kit 2.4/3.2/4.0,Welding,2.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
QAK4,Small Gas Lens Body Kit 2.4/3.2/4.0,Welding,16.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
QAK5,Medium Collet Body Kit 2.4/3.2/4.0,Welding,2.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
QAK5,Medium Collet Body Kit 2.4/3.2/4.0,Welding,17.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
QAK6,Medium Collet Body Kit 4.0/4.8/6.4,Welding,2.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
QAK6,Medium Collet Body Kit 4.0/4.8/6.4,Welding,7.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
QAK7,Medium Collet Body Kit 4.0/4.8/6.4,Welding,2.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
QAK7,Medium Collet Body Kit 4.0/4.8/6.4,Welding,15.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
QAK8,Medium Gas Lens Body Kit 4.0/4.8/6.4,Welding,8.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
S1,Shield 30A,Plasma Jhb,11.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
S2,T-11335:Shield 40A:HP260A:AJAN,Plasma Jhb,25.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
S4,Shield 260A,Plasma Jhb,20.00,JHB,45.5200,910.400000,,,,0.0000,0.0000,0.0000
SC2,Shield Cap 30-260A,,4.00,JHB,148.6400,594.560000,,,,0.0000,0.0000,0.0000
SW1,Swirl Ring 20-80A,Plasma,5.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
SW3,Swirl Ring 260A,Plasma,10.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
T-0994,Paste,,1.00,JHB,116.0000,116.000000,,,,0.0000,0.0000,0.0000
T2FX-S1-8M-SL-QGS1-ATP1,T2FX Air Cooled Flexible Tig Torch Package 8M,Welding,3.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
T2FX-S1-8M-SL-QGS1-ATP1,T2FX Air Cooled Flexible Tig Torch Package 8M,Welding,25.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
T2LBC,Long Back Cap,Welding,10.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
T2LBC,Long Back Cap,Welding,39.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
T2MBC,Medium Back Cap,Welding,10.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
T2MBC,Medium Back Cap,Welding,40.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
T2SBC,Short Back Cap,Welding,47.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
T2SSAK-24,Super Series Accessory Kit 2.4mm,Welding,2.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
T2SSAK-24,Super Series Accessory Kit 2.4mm,Welding,7.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
T2SSAK-32,Super Series Accessory Kit 3.2mm,Welding,2.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
T2SSAK-32,Super Series Accessory Kit 3.2mm,Welding,7.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
T3FX-S1-8M-SL-QGS1-ATP1,T3FX Air Cooled Flexible Tig Torch Package 8M,Welding,3.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
T3FX-S1-8M-SL-QGS1-ATP1,T3FX Air Cooled Flexible Tig Torch Package 8M,Welding,20.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
T3LBC,Long Back Cap,Welding,10.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
T3LBC,Long Back Cap,Welding,39.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
T3MBC,Medium Back Cap,Welding,10.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
T3MBC,Medium Back Cap,Welding,40.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
T3SBC,Short Back Cap,Welding,10.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
T3SBC,Short Back Cap,Welding,37.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
T3SSAK-24,Super Series Accessory Kit 2.4mm,Welding,9.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
T3SSAK-32,Super Series Accessory Kit 3.2mm,Welding,8.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
T3WFX-S1-8M-SL-QWF1-QWR1,T3WFX Liquid-Cooled Tig Torch Package 8M,Welding,3.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
T3WFX-S1-8M-SL-QWF1-QWR1,T3WFX Liquid-Cooled Tig Torch Package 8M,Welding,20.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
T3WFX-S1-8M-SL-QWF1-QWR1,T3WFX Liquid-Cooled Tig Torch Package 8M,Welding,-2.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
T5WFX-S1-8M-SL-QWF1-QWR1-QG,TSWFX Liquid-Cooled Tig Torch Package 8M,Welding,2.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
T5WFX-S1-8M-SL-QWF1-QWR1-QG,TSWFX Liquid-Cooled Tig Torch Package 8M,Welding,8.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
TET01035,P80 Nozzle; 1 3mm,Plasma,180.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
TET01035,P80 Nozzle; 1 3mm,Plasma,160.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
TET01103,Tip 1.1mm 40A,Plasma,190.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
TET01507,P80 Nozzle; 1.5mm,Plasma,1147.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
TET01507,P80 Nozzle; 1.5mm,Plasma,-55.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
TET02033,P80 Electrode,Plasma,584.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
TGN02004,Shield Cap 80 -100,,175.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
TTS428144,Tube,,8.00,JHB,186.6900,1493.520000,,,,0.0000,0.0000,0.0000
TTS428145,Adapter Ring,,8.00,JHB,105.2600,842.080000,,,,0.0000,0.0000,0.0000
TTS428248,Sleeve,,8.00,JHB,180.4700,1443.760000,,,,0.0000,0.0000,0.0000
UB1519/S,Gun Plug Nut,Welding,5.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
UB1525,Liner Nut,Welding,10.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
UB5098,Gun Plug Body C/W Spring Pins,Welding,4.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
UFRDK,UFRDK Fronius New Type Connector Kits,Welding,42.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
UFRDK,UFRDK Fronius New Type Connector Kits,Welding,26.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
UGP0807-1,UGP0807-1 Potentiometer Kit 1K,Welding,1.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
UGP0807-10,UGP0807-10 Potentiometer Kit 10K,Welding,1.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
UGP0807-5,UGP0807-5 Potentiometer Kit 5K,Welding,1.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
UGP2514-C,Push Pull Handle Cover,Welding,5.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
UGP2515-KJ,Push Pull Handle,Welding,3.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
UGP2516,Standard Trigger Assembly,Welding,5.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
UGP3603A,UGP3603A Swan Neck Assembly Straight,Welding,2.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
UGP36402,Pressure Arm Assembly,Welding,3.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
UGP36402B,Tension kob,Welding,3.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
UGP36402R,Pressure Roll,Welding,2.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
UGP4001-24-W45-P5-80ER,Progrip Pull Mig Package x 8mt 45 Neck,Welding,2.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
UGP4001-24-W45-P5-80ER,Progrip Pull Mig Package x 8mt 45 Neck,Welding,3.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
UGP4001-42-W45-P54-8OER,UGP4001-42-W45-P54-8OER Push Pull 8M 42,Welding,1.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
UGP40101,Motor Body Water Cooled range,Welding,2.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
UGP4011,Swan Neck Assembly,Welding,5.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
UGP8224-24,Motor 24V DC,Welding,4.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
UGP822W-12,Drive Roll for steel wire 1.2mm,Welding,5.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
UGP822W-12U,Drive Roll for Aluminium wire 1.2mm,Welding,10.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
UGPMS1,Motor Screw,Welding,3.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
UPG3208,Handle Cable Support c/w Ball joint,Welding,5.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
UT5022,Gun Plug Housing C/W Nut,Welding,5.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
UWG3-16-150,PROGRIP PULL-MIG PACKAGE X 8MT 45,Welding,50.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
UWG3-24-150,2.4MM 150MM TUNGSTEN RARE EARTH,Welding,260.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
UWG3-32-150,3.2MM 150MM TUNGSTEN RARE,Welding,50.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
UWG3-32-150,3.2MM 150MM TUNGSTEN RARE,Welding,150.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
