ItemCode,Description,CategoryDescript,Sum_Qty,StoreCode,LotNumber,Unit_Cost,Value_On_Hand
RULA4LTGRAN,RULA 4000LT GRANULAR TANK NATURAL,RULA,0.00,RM,02032025RM452,0.0000,0.000000
RULA5LWIT7.5LN,RULA 5000L WITH INSERT TO 7500L NATURAL,RULA,-4.00,RM,02032025RM1425,0.0000,0.000000
RULA6LT,RULA 6000LT TANK NATURAL,RULA,-9.00,RM,02032025RM453,0.0000,0.000000
RULA6LTBLK,RULA 6000LT TANK BLACK,RULA,0.00,RM,02032025RM454,0.0000,0.000000
RULAAIC,RULA AUGER INLET CHUTE NATURAL,RULA,0.00,RM,02032025RM455,0.0000,0.000000
RULAAICGR,RULA AUGER INLET CHUTE GREY,RULA,0.00,RM,02032025RM456,0.0000,0.000000
RULAM3500,RULA MIDDLE 3500LT TANK NATURAL,RULA,-2.00,RM,02032025RM457,0.0000,0.000000
RULASB,RULA SEED BIN 70L NATURAL,RULA,0.00,RM,02032025RM458,0.0000,0.000000
S2BBLK,STORM FILTER 2BAG BLACK,POOL,-489.00,RM,02032025RM1368,0.0000,0.000000
S2BBLK2025,STORM FILTER 2BAG BLACK 2025,POOL,0.00,RM,02032025RM1461,0.0000,0.000000
S2BGR,STORM FILTER 2BAG GREY 816,POOL,-130.00,RM,02032025RM1367,0.0000,0.000000
S2BGR2025,STORM FILTER 2BAG GREY 816 2025,POOL,0.00,RM,02032025RM1460,0.0000,0.000000
S3BBLK,STORM FILTER 3BAG BLACK,POOL,-837.00,RM,02032025RM1370,0.0000,0.000000
S3BBLK2025,STORM FILTER 3BAG BLACK 2025,POOL,-7.00,RM,02032025RM1463,0.0000,0.000000
S3BGR,STORM FILTER 3BAG GREY 816,POOL,-100.00,RM,02032025RM1369,0.0000,0.000000
S3BGR2025,STORM FILTER 3BAG GREY 816 2025,POOL,0.00,RM,02032025RM1462,0.0000,0.000000
SCRAPB01,SCRAP BOUGHT,RAW MATERIAL,21487.36,RM,02032025RM1275,12.1100,260211.929600
SCR-TEK,HT SELF DRILLING 12 X 30 HEX HEAD,Fittings,9900.00,RM,02032025RM1285,0.4400,4356.000000
SEPTIC,HORIZONTAL 2200LT SEPTIC (DIGESTER),TANKS HORIZONTAL,-70.00,RM,02032025RM459,0.0000,0.000000
SEPTICS,HORIZONTAL 2200LT SEPTIC SECONDS,SECONDS,0.00,RM,02032025RM460,0.0000,0.000000
SET-HTG-M05X040,XOX HT HEX SET SCREWS M5X40 GR8.8 EI GAL,Consumables,0.00,RM,02032025RM1127,0.0000,0.000000
SET-HTG-M12X060,XOX HT HEX SET SCREWS M12 X 60 GR 8.8 EI,Consumables,1300.00,RM,02032025RM1128,5.8000,7540.000000
SET-HT-M05X30,SET HT M05/30 DIN933 GR8.8 BLK,Consumables,0.00,RM,02032025RM1346,0.8000,0.000000
SET-HT-M06X030,XOX HT HEX SET SCREWS M6X30 GR8.8 FILTER,Consumables,0.00,RM,02032025RM1129,0.0000,0.000000
SET-HT-M06X30,SET HT M06 X 30 DIN933 GR8.8 BLK,Consumables,450.00,RM,02032025RM1349,0.7600,342.000000
SET-HT-M10X30,SET HT M10X30 DIN933 GR8.8 BLK,Consumables,300.00,RM,02032025RM1352,2.5500,765.000000
SET-HT-M10X50,SET HT M10X50 GR8.8 BLK,Consumables,200.00,RM,02032025RM1353,3.3500,670.000000
SET-HT-M10X60,SET HT M10X60 GR8.8 ZINC PLT,Fittings,5450.00,RM,02032025RM1308,4.3100,23489.500000
SET-HT-M12X50,SET HT M12X50 DIN933 GR8.8 BLK,Consumables,860.00,RM,02032025RM1291,4.8300,4153.800000
SET-HT-M12X50Z,SET HT M12 X 50 GR8.8 ZINC PLT,Fittings,0.00,RM,02032025RM1341,5.8000,0.000000
SET-HT-M14X030,XOX HT HEX SCREWS M14X30 GR8.8 BLACK,Consumables,0.00,RM,02032025RM1130,0.0000,0.000000
SET-HT-M16X030,SET HT M16X030 GR8.8 BLK,Consumables,100.00,RM,02032025RM1359,7.7400,774.000000
SET-HT-M16X070,SET HT M16X070 HEX SET SCREWS GR8.8 BLK,Consumables,50.00,RM,02032025RM1382,10.5000,525.000000
SET-HT-M16X120,XOX HT HEX SET SCREWS M16XM120 GR8.8,Consumables,0.00,RM,02032025RM1131,0.0000,0.000000
SET-HT-M20X70,SET HT M20X70 GR8.8 BLK,Consumables,210.00,RM,02032025RM1295,17.7500,3727.500000
SET-HT-M20X80,SET HT M20X80 GR8.8 BLK,Consumables,130.00,RM,02032025RM1292,25.0000,3250.000000
SETM12X30,SET H M12 X 30 DIN933 GR8.8 BLK,Consumables,20550.00,RM,02032025RM1290,3.8200,78501.000000
SLHAL2,PIPES & FITTINGS,STEWARTS & LLOYDS BRANCHES,-1.00,RM,,0.0000,0.000000
SLHALR,ALRODE,STEWARTS & LLOYDS BRANCHES,-1.00,RM,,0.0000,0.000000
SLHBLM,BLOEMFONTEIN,STEWARTS & LLOYDS BRANCHES,-1.00,RM,,0.0000,0.000000
SLHBOK,BOKSBURG,STEWARTS & LLOYDS BRANCHES,-2.00,RM,,0.0000,0.000000
SLHBOO,BOOYSENS,STEWARTS & LLOYDS BRANCHES,-2.00,RM,,0.0000,0.000000
SLHBRI,BRITS,STEWARTS & LLOYDS BRANCHES,-1.00,RM,,0.0000,0.000000
SLHEDE,EDENVALE,STEWARTS & LLOYDS BRANCHES,-28.00,RM,,0.0000,0.000000
SLHKIM,KIMBERLEY,STEWARTS & LLOYDS BRANCHES,-2.00,RM,,0.0000,0.000000
SLHKLE,KLERKSDORP,STEWARTS & LLOYDS BRANCHES,-1.00,RM,,0.0000,0.000000
SLHNEL,NESLPRUIT,STEWARTS & LLOYDS BRANCHES,-7.00,RM,,0.0000,0.000000
SLHPOL,POLOKWANE,STEWARTS & LLOYDS BRANCHES,-6.00,RM,,0.0000,0.000000
SLHPRE,PRETORIA,STEWARTS & LLOYDS BRANCHES,-4.00,RM,,0.0000,0.000000
SLHSPR,SPRINGS,STEWARTS & LLOYDS BRANCHES,-2.00,RM,,0.0000,0.000000
SLHVAN,VANDERBIJLPARK,STEWARTS & LLOYDS BRANCHES,-2.00,RM,,0.0000,0.000000
SLHVER,VEREENIGING,STEWARTS & LLOYDS BRANCHES,-4.00,RM,,0.0000,0.000000
SLHWIT,WITBANK,STEWARTS & LLOYDS BRANCHES,-6.00,RM,,0.0000,0.000000
SLHWYN,WYNBERG,STEWARTS & LLOYDS BRANCHES,-2.00,RM,,0.0000,0.000000
SLIMJACKB,SLIMJACK BEIGE,TANKS VERTICAL,-15.00,RM,02032025RM461,0.0000,0.000000
SLIMJACKBL,SLIMJACK BLUE,TANKS VERTICAL,0.00,RM,02032025RM462,0.0000,0.000000
SLIMJACKBLK,SLIMJACK BLACK,TANKS VERTICAL,0.00,RM,02032025RM463,0.0000,0.000000
SLIMJACKCB,SLIMJACK COFFEE BROWN,TANKS VERTICAL,-81.00,RM,02032025RM464,0.0000,0.000000
SLIMJACKCG,SLIMJACK CAPE GREEN,TANKS VERTICAL,0.00,RM,02032025RM465,0.0000,0.000000
SLIMJACKDG,SLIMJACK DARK GREEN,TANKS VERTICAL,-21.00,RM,02032025RM466,0.0000,0.000000
SLIMJACKGR,SLIMJACK GREY,TANKS VERTICAL,-12.00,RM,02032025RM467,0.0000,0.000000
SLIMJACKHGR,SLIMJACK HEAVY GREY,TANKS VERTICAL,0.00,RM,02032025RM468,0.0000,0.000000
SLIMJACKHN,SLIMJACK HEAVY NATURAL,TANKS VERTICAL,0.00,RM,02032025RM469,0.0000,0.000000
SLIMJACKJDG,SLIMJACK J/D GREEN,TANKS VERTICAL,0.00,RM,02032025RM470,0.0000,0.000000
SLIMJACKKG,SLIMJACK KHAKI GREEN,TANKS VERTICAL,0.00,RM,02032025RM471,0.0000,0.000000
SLIMJACKL,SLIMJACK LIME,TANKS VERTICAL,0.00,RM,02032025RM472,0.0000,0.000000
SLIMJACKMR,SLIMJACK RED MARBLE,TANKS VERTICAL,0.00,RM,02032025RM473,0.0000,0.000000
SLIMJACKO,SLIMJACK ORANGE,TANKS VERTICAL,0.00,RM,02032025RM474,0.0000,0.000000
SLIMJACKP,SLIMJACK PINK,TANKS VERTICAL,0.00,RM,02032025RM475,0.0000,0.000000
SLIMJACKR,SLIMJACK RED,TANKS VERTICAL,0.00,RM,02032025RM476,0.0000,0.000000
SLIMJACKSB,SLIMJACK SECONDS BEIGE,SECONDS,0.00,RM,02032025RM477,0.0000,0.000000
SLIMJACKSBL,SLIMJACK SECONDS BLUE,SECONDS,0.00,RM,02032025RM478,0.0000,0.000000
SLIMJACKSCARAB,SLIMJACK SCARAB DB SAGE GREEN,SCARAB,0.00,RM,02032025RM479,0.0000,0.000000
SLIMJACKSCB,SLIMJACK SECONDS COFFEE BROWN,SECONDS,0.00,RM,02032025RM480,0.0000,0.000000
SLIMJACKSDG,SLIMJACK SECONDS DARK GREEN,SECONDS,0.00,RM,02032025RM481,0.0000,0.000000
SLIMJACKSG,SLIMJACK SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM482,0.0000,0.000000
SLIMJACKSGR,SLIMJACK SECONDS GREY,SECONDS,0.00,RM,02032025RM483,0.0000,0.000000
SLIMJACKSO,SLIMJACK SECONDS ORANGE,SECONDS,0.00,RM,02032025RM484,0.0000,0.000000
SLIMJACKSP,SLIMJACK SECONDS PINK,SECONDS,0.00,RM,02032025RM485,0.0000,0.000000
SLIMJACKSR,SLIMJACK SECONDS RED,SECONDS,0.00,RM,02032025RM486,0.0000,0.000000
SLIMJACKSS,SLIMJACK SANDSTONE SECONDS,SECONDS,0.00,RM,02032025RM487,0.0000,0.000000
SLIMJACKSSG,SLIMJACK SECONDS SAGE GREEN,SECONDS,0.00,RM,02032025RM488,0.0000,0.000000
SLIMJACKY,SLIMJACK YELLOW,TANKS VERTICAL,0.00,RM,02032025RM489,0.0000,0.000000
SLIMJILLB,SLIMJILL BEIGE,TANKS VERTICAL,-13.00,RM,02032025RM490,0.0000,0.000000
SLIMJILLBLK,SLIMJILL BLACK,TANKS VERTICAL,0.00,RM,02032025RM491,0.0000,0.000000
SLIMJILLBR,SLIMJILL BROWN,TANKS VERTICAL,0.00,RM,02032025RM492,0.0000,0.000000
SLIMJILLCB,SLIMJILL COFFEE BROWN,TANKS VERTICAL,-17.00,RM,02032025RM493,0.0000,0.000000
SLIMJILLDG,SLIMJILL DARK GREEN 7424,TANKS VERTICAL,-17.00,RM,02032025RM494,0.0000,0.000000
SLIMJILLGR,SLIMJILL GREY,TANKS VERTICAL,-11.00,RM,02032025RM495,0.0000,0.000000
SLIMJILLHK,SLIMJILL HENRED KHAKI,TANKS VERTICAL,0.00,RM,02032025RM1378,0.0000,0.000000
SLIMJILLJDG,SLIMJILL J/D GREEN,TANKS VERTICAL,0.00,RM,02032025RM496,0.0000,0.000000
SLIMJILLLG,SLIMJILL LIME GREEN,TANKS VERTICAL,0.00,RM,02032025RM497,0.0000,0.000000
SLIMJILLM,SLIMJILL MARBLE,TANKS VERTICAL,0.00,RM,02032025RM498,0.0000,0.000000
SLIMJILLMG,SLIMJILL MARBLE GREEN,TANKS VERTICAL,0.00,RM,02032025RM499,0.0000,0.000000
SLIMJILLP,SLIMJILL PINK,TANKS VERTICAL,0.00,RM,02032025RM500,0.0000,0.000000
SLIMJILLSB,SLIMJILL SECONDS BEIGE,SECONDS,0.00,RM,02032025RM501,0.0000,0.000000
SLIMJILLSBLK,SLIMJILL SECONDS BLACK,SECONDS,0.00,RM,02032025RM502,0.0000,0.000000
SLIMJILLSC,SLIMJILL SECONDS CHOCOLATE,SECONDS,0.00,RM,02032025RM503,0.0000,0.000000
SLIMJILLSCB,SLIMJILL SECONDS COFFEE BROWN,SECONDS,0.00,RM,02032025RM504,0.0000,0.000000
SLIMJILLSDG,SLIMJILL SECONDS DARK GREEN,SECONDS,0.00,RM,02032025RM505,0.0000,0.000000
SLIMJILLSG,SLIMJILL SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM506,0.0000,0.000000
SLIMJILLSLG,SLIMJILL SECONDS LIME GREEN,SECONDS,0.00,RM,02032025RM507,0.0000,0.000000
SLIMJILLSMG,SLIMJILL SECONDS MARBLE GREEN,SECONDS,0.00,RM,02032025RM508,0.0000,0.000000
SLIMJILLSS,SLIMJILL SANDSTONE,TANKS VERTICAL,0.00,RM,02032025RM509,0.0000,0.000000
SLIMJILLSSG,SLIMJILL SECONDS SAGE GREEN,SECONDS,0.00,RM,02032025RM510,0.0000,0.000000
SLIMJILLSSS,SLIMJILL SECONDS SANDSTONE,SECONDS,0.00,RM,02032025RM511,0.0000,0.000000
SLIMJILLST,SLIMJILL SECONDS TERRACOTA,SECONDS,0.00,RM,02032025RM512,0.0000,0.000000
SLIMJILLT,SLIMJILL TERRACOTA,TANKS VERTICAL,0.00,RM,02032025RM513,0.0000,0.000000
SLIMJIMB,SLIMJIM BEIGE,TANKS VERTICAL,-38.00,RM,02032025RM1311,0.0000,0.000000
SLIMJIMBL,SLIMJIM MAC BLUE,TANKS VERTICAL,-1.00,RM,02032025RM1434,0.0000,0.000000
SLIMJIMBLK,SLIMJIM BLACK,TANKS VERTICAL,-1.00,RM,02032025RM1386,0.0000,0.000000
SLIMJIMCB,SLIMJIM COFFEE BROWN,TANKS VERTICAL,-29.00,RM,02032025RM1304,0.0000,0.000000
SLIMJIMDG,SLIMJIM DARK GREEN,TANKS VERTICAL,-14.00,RM,02032025RM1312,0.0000,0.000000
SLIMJIMGR,SLIMJIM GREY 816,TANKS VERTICAL,-32.00,RM,02032025RM1313,0.0000,0.000000
SLIMJIMHDG,SLIMJIM HEAVY DARK GREEN,TANKS VERTICAL,-6.00,RM,02032025RM1358,0.0000,0.000000
SLIMJIMHK,SLIMJIM HENRED KHAKI,TANKS VERTICAL,-1.00,RM,02032025RM1381,0.0000,0.000000
SLIMJIMMDG,SLIMJIM MEDIUM DARK GREEN,TANKS VERTICAL,0.00,RM,02032025RM1441,0.0000,0.000000
SLIMJOHNB,SLIMJOHN BEIGE,TANKS VERTICAL,-275.00,RM,02032025RM514,0.0000,0.000000
SLIMJOHNB916,SLIMJOHN BEIGE 916,TANKS VERTICAL,0.00,RM,02032025RM515,0.0000,0.000000
SLIMJOHNBG,SLIMJOHN BIRCH GREY,TANKS VERTICAL,-4.00,RM,02032025RM1411,0.0000,0.000000
SLIMJOHNBL,SLIMJOHN BLUE,TANKS VERTICAL,-1.00,RM,02032025RM516,0.0000,0.000000
SLIMJOHNBLK,SLIMJOHN BLACK,TANKS VERTICAL,0.00,RM,02032025RM517,0.0000,0.000000
SLIMJOHNBO,SLIMJOHN BRONZE OLIVE,TANKS VERTICAL,-10.00,RM,02032025RM518,0.0000,0.000000
SLIMJOHNBR,SLIMJOHN BROWN,TANKS VERTICAL,0.00,RM,02032025RM519,0.0000,0.000000
SLIMJOHNCBR,SLIMJOHN COFFEE BROWN,TANKS VERTICAL,-297.00,RM,02032025RM520,0.0000,0.000000
SLIMJOHNDG,SLIMJOHN DARK GREEN,TANKS VERTICAL,-200.00,RM,02032025RM521,0.0000,0.000000
SLIMJOHNGR29708,SLIMJOHN GREY 29708,TANKS VERTICAL,0.00,RM,02032025RM523,0.0000,0.000000
SLIMJOHNGR816,SLIMJOHN GREY 816,TANKS VERTICAL,-241.00,RM,02032025RM522,0.0000,0.000000
SLIMJOHNGRG,SLIMJOHN GRANITE GREY,TANKS VERTICAL,-4.00,RM,02032025RM1322,0.0000,0.000000
SLIMJOHNHK,SLIMJOHN HENRED KHAKI,TANKS VERTICAL,-2.00,RM,02032025RM524,0.0000,0.000000
SLIMJOHNI,SLIMJOHN IVORY,TANKS VERTICAL,-2.00,RM,02032025RM1420,0.0000,0.000000
SLIMJOHNJDG,SLIMJOHN J/D GREEN,TANKS VERTICAL,0.00,RM,02032025RM525,0.0000,0.000000
SLIMJOHNLG,SLIMJOHN LIME GREEN,TANKS VERTICAL,0.00,RM,02032025RM526,0.0000,0.000000
SLIMJOHNLGR817,SLIMJOHN LIGHT GREY 817,TANKS VERTICAL,-2.00,RM,02032025RM1464,0.0000,0.000000
SLIMJOHNM,SLIMJOHN MEDIUM YELLOW,TANKS VERTICAL,0.00,RM,02032025RM527,0.0000,0.000000
SLIMJOHNMDG,SLIMJOHN MEDIUM DARK GREEN,TANKS VERTICAL,0.00,RM,02032025RM528,0.0000,0.000000
SLIMJOHNN,SLIMJOHN NATURAL,TANKS VERTICAL,-5.00,RM,02032025RM1305,0.0000,0.000000
SLIMJOHNSB,SLIMJOHN SECOND BEIGE,SECONDS,0.00,RM,02032025RM529,0.0000,0.000000
SLIMJOHNSCBR,SLIMJOHN SECOND COFFEE BROWN,SECONDS,0.00,RM,02032025RM530,0.0000,0.000000
SLIMJOHNSG,SLIMJOHN SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM531,0.0000,0.000000
SLIMJOHNSGR,SLIMJOHN SECOND GREY,SECONDS,0.00,RM,02032025RM532,0.0000,0.000000
SLIMJOHNSJDG,SLIMJOHN SECOND JD GREEN,SECONDS,0.00,RM,02032025RM533,0.0000,0.000000
SLIMJOHNSLG,SLIMJOHN SECOND LIME GREEN,SECONDS,0.00,RM,02032025RM534,0.0000,0.000000
SLIMJOHNSSG,SLIMJOHN SECOND SAGE GREEN,SECONDS,0.00,RM,02032025RM535,0.0000,0.000000
SLIMJOHNSTGR,SLIMJOHN STONE GRANITE,TANKS VERTICAL,-16.00,RM,02032025RM1286,0.0000,0.000000
SLIMJOHNY,SLIMJOHN YELLOW,TANKS VERTICAL,0.00,RM,02032025RM536,0.0000,0.000000
SPA01,JACUZZI SPA MANUFACTURE ONLY,CUSTOM,0.00,RM,,0.0000,0.000000
SPAGR,JACUZZI SPA GREY GRANITE,CUSTOM,0.00,RM,02032025RM537,0.0000,0.000000
SPCB,SMALL PUMP COVER BEIGE,POOL,-30.00,RM,02032025RM538,0.0000,0.000000
SPCBR,SMALL PUMP COVER BROWN PIGMENT,POOL,0.00,RM,02032025RM539,0.0000,0.000000
SPCBRS,SMALL PUMP COVER BROWN SECONDS,SECONDS,0.00,RM,02032025RM540,0.0000,0.000000
SPCCBLK,SMALL PUMP COVER BLACK,POOL,-2.00,RM,02032025RM541,0.0000,0.000000
SPCCBR,SMALL PUMP COVER COFFEE BROWN,POOL,-365.00,RM,02032025RM542,0.0000,0.000000
SPCDG,SMALL PUMP COVER DARK GREEN,POOL,-58.00,RM,02032025RM543,0.0000,0.000000
SPCEB,SMALL PUMP COVER EARTHCO NEL BEIGE,POOL,-390.00,RM,02032025RM544,0.0000,0.000000
SPCEDG,SMALL PUMP COVER EARTHCO DARK GREEN,POOL,-45.00,RM,02032025RM545,0.0000,0.000000
SPCEG,SMALL PUMP COVER EARTHCO GREY,POOL,-570.00,RM,02032025RM546,0.0000,0.000000
SPCG,SMALL PUMP COVER GREEN PIGMENT,POOL,0.00,RM,02032025RM547,0.0000,0.000000
SPCGR,SMALL PUMP COVER GREY 816,POOL,-580.00,RM,02032025RM548,0.0000,0.000000
SPCGRS,SMALL PUMP COVER GREY SECONDS,SECONDS,0.00,RM,02032025RM549,0.0000,0.000000
SPCGS,SMALL PUMP COVER DARK GREEN SECONDS,SECONDS,0.00,RM,02032025RM550,0.0000,0.000000
SPCHB,SMALL PUMP COVER HERO NEL BEIGE,POOL,0.00,RM,02032025RM551,0.0000,0.000000
SPCHBLK,SMALL PUMP COVER HERO BLACK,POOL,0.00,RM,02032025RM552,0.0000,0.000000
SPCHBLKS,SMALL PUMP COVER HERO BLACK SECONDS,SECONDS,0.00,RM,02032025RM553,0.0000,0.000000
SPCHBS,SMALL PUMP COVER HERO NEL BEIGE SECONDS,SECONDS,0.00,RM,02032025RM554,0.0000,0.000000
SPCHCBR,SMALL PUMP COVER HERO COFFEE BROWN,POOL,0.00,RM,02032025RM555,0.0000,0.000000
SPCHDG,SMALL PUMP COVER HERO DARK GREEN,POOL,0.00,RM,02032025RM556,0.0000,0.000000
SPCHGR,SMALL PUMP COVER HERO GREY 816,POOL,0.00,RM,02032025RM557,0.0000,0.000000
SPCHLGR,SMALL PUMP COVER HERO LIGHT GREY 817,POOL,0.00,RM,02032025RM558,0.0000,0.000000
SPCHSG,SMALL PUMP COVER HERO SAGE GREEN,POOL,0.00,RM,02032025RM559,0.0000,0.000000
SPCN,SMALL PUMP COVER NATURAL,POOL,0.00,RM,02032025RM560,0.0000,0.000000
SPCNS,SMALL PUMP COVER NATURAL SECONDS,SECONDS,0.00,RM,02032025RM561,0.0000,0.000000
SSRT,THEO METAL 19X1.5MM S/S TUBE 6M TRUCOPI,Fittings,32.00,RM,02032025RM1132,500.0000,16000.000000
STAKOMMY,STAKO MULTI PURPOSE MODIFIED 500L YELLOW,CUSTOM,0.00,RM,02032025RM562,0.0000,0.000000
STAKOMY,STAKO MULTI PURPOSE UNIT 500L YELLOW,CUSTOM,0.00,RM,02032025RM563,0.0000,0.000000
STAKOY1500,STAKO 1500L YELLOW TANK,CUSTOM,-2.00,RM,02032025RM1280,0.0000,0.000000
STAKOYP,STAKO FIREFIGHT TANK WITH BAFFLE YELLOW PLAIN,CUSTOM,-27.00,RM,02032025RM1356,0.0000,0.000000
STAKOYR,STAKO FIREFIGHT TANK WITH BAFFLE YELLOW RIBBED,CUSTOM,-15.00,RM,02032025RM564,0.0000,0.000000
STAN10,TANK STAND 10 000L,INDUSTRIAL,-4.00,RM,02032025RM1245,0.0000,0.000000
STICK,STICKERS WARRANTY,Fittings,10001.00,RM,02032025RM1133,1.4900,14901.490000
STICKAGRI1,STICKERS AGRINET LABEL ROUND HP,Fittings,0.00,RM,02032025RM1134,1.2000,0.000000
STICKAGRI2,STICKERS AGRINET LABEL ROUND LP,Fittings,0.00,RM,02032025RM1135,1.2000,0.000000
STICKAGRI3,STICKERS AGRINET LABEL STEP HP,Fittings,501.00,RM,02032025RM1136,2.2000,1102.200000
STICKAGRI4,STICKERS AGRINET LABEL STEP MP,Fittings,0.00,RM,02032025RM1137,1.2000,0.000000
STICKDIY,STICKERS DIY SMALL,Fittings,501.00,RM,02032025RM1138,13.9400,6983.940000
STICKDIYLRG,STICKERS DIY LARGE,Fittings,0.00,RM,02032025RM1139,14.3800,0.000000
STICKDJEMBE,STICKERS DJEMBE,Fittings,0.00,RM,02032025RM1140,1.2100,0.000000
STICKH,STICKERS HEAVY TANKS,Fittings,0.00,RM,02032025RM1141,0.3500,0.000000
STICKM,STICKERS MEDIUM TANKS,Fittings,0.00,RM,02032025RM1142,0.3500,0.000000
STICKS,STICKERS STEWARTS + LLOYDS SMALL,Fittings,0.00,RM,02032025RM1143,0.0000,0.000000
TANKS0.3,TANK STAND 0.3M 5000LT 300x300 RED OXIDE,INDUSTRIAL,-4.00,RM,02032025RM1451,0.0000,0.000000
TANKS0.6,TANK STAND 0.6M 5000LT 60x60 RED OXIDE,INDUSTRIAL,0.00,RM,02032025RM1246,0.0000,0.000000
TANKS0.6B,TANK STAND 0.6M 250LT 750 x750 RED OXIDE,INDUSTRIAL,0.00,RM,02032025RM1247,0.0000,0.000000
TANKS1.5,TANK STAND 1.5M 5000L,INDUSTRIAL,0.00,RM,02032025RM565,0.0000,0.000000
TANKS10.0,TANK STAND 3M 10 000L,INDUSTRIAL,0.00,RM,02032025RM1452,0.0000,0.000000
TANKS2.5,TANK STAND 3M 250LT - 2500LT,INDUSTRIAL,0.00,RM,02032025RM566,0.0000,0.000000
TANKS5.0,TANK STAND 3M 2500LT - 5000LT,INDUSTRIAL,-1.00,RM,02032025RM567,0.0000,0.000000
TANKSCADDY,TANK CADDY STAND,INDUSTRIAL,-1.00,RM,02032025RM1442,0.0000,0.000000
TANKSCON,TANK STAND CONICAL,INDUSTRIAL,-1.00,RM,02032025RM1248,506.0900,-506.090000
TAPBR,BROWN PLASTIC BIB TAP 20MM,Fittings,936.00,RM,02032025RM1144,22.4800,21041.280000
TC015.0,15MM MALE BULKHEAD FITTING,Fittings,0.00,RM,02032025RM1145,23.7800,0.000000
TC015.0D,15MM MALE BULKHEAD FITTING DIESEL,Fittings,0.00,RM,02032025RM1265,27.0300,0.000000
TC015.5,15MM FEMALE BULKHEAD FITTING,Fittings,0.00,RM,02032025RM1146,32.1900,0.000000
TC016.0,20/15MM FEMALE BULKHEAD FITTING 2-WAY,Fittings,30.00,RM,02032025RM1270,34.9600,1048.800000
TC020.0,20MM MALE BULKHEAD FITTING,Fittings,-21.00,RM,02032025RM1147,27.3900,-575.190000
TC025.0,25MM MALE BULKHEAD FITTING,Fittings,-14.00,RM,02032025RM1148,31.0200,-434.280000
TC025.12,20MM FEMALE BULKHEAD FITTING,Fittings,250.00,RM,02032025RM1149,26.6200,6655.000000
TC025.12Y,20MM FEMALE BULKHEAD FITTING YELLOW,Fittings,1226.00,RM,02032025RM1150,22.8200,27977.320000
TC025.B,20MM FEMALE BULKHEAD FITTING 2 - WAY,Fittings,0.00,RM,02032025RM1151,35.5800,0.000000
TC025.C,25MM FEMALE BULKHEAD FITTING 2-WAY,Fittings,-3.00,RM,02032025RM1269,37.3300,-111.990000
TC032.0,32MM MALE BULKHEAD FITTING,Fittings,0.00,RM,02032025RM1271,53.5000,0.000000
TC032.2,32MM FEMALE BULKHEAD FITTING,Fittings,1.00,RM,02032025RM1268,29.9800,29.980000
TC040.0,40MM MALE BULKHEAD FITTING,Fittings,462.00,RM,02032025RM1152,55.3500,25571.700000
TC040.0D,40MM MALE BULKHEAD FITTING DIESEL,Fittings,387.00,RM,02032025RM1153,63.1000,24419.700000
TC040.100,40MM MALE BULKHEAD FITTING CAP,Fittings,0.00,RM,02032025RM1154,10.1000,0.000000
TC040.6,40MM MALE BULKHEAD FITTING - HERO ROTO,Fittings,0.00,RM,02032025RM1155,55.2100,0.000000
TC040.6E,40MM MALE B/H/F + ELBOW -HERO ROTO,Fittings,90.00,RM,02032025RM1156,67.5700,6081.300000
TC040.7,40/25MM MALE BULKHEAD FITTING,Fittings,0.00,RM,02032025RM1157,55.2100,0.000000
TC040.8.1,40MM FEMALE B/H FITTING HEAVY DUTY,Fittings,0.00,RM,02032025RM1158,39.3500,0.000000
TC040.8.3,40MM FEMALE BULKHEAD FITTING,Fittings,586.00,RM,02032025RM1159,22.9300,13436.980000
TC040.8P,PINK FEMALE B/H FITTING,Fittings,0.00,RM,02032025RM1160,22.2600,0.000000
TC040.8Y,40MM FEMALE BULKHEAD FITTING YELLOW,Fittings,6823.00,RM,02032025RM1161,22.2600,151879.980000
TC040.B,40MM FEMALE BULKHEAD FITTING 2 - WAY,Fittings,0.00,RM,02032025RM1162,33.9700,0.000000
TC040.E,40MM MALE BULLKHEAD FITTING+ELBOW,Fittings,70.00,RM,02032025RM1163,67.5700,4729.900000
TC050.0,50/40MM MALE BULKHEAD FITTING,Fittings,14.00,RM,02032025RM1166,49.3700,691.180000
TC050.10,50MM FEMALE BULKHEAD FITTING,Fittings,1.00,RM,02032025RM1168,35.7000,35.700000
TC050.100,50MM MALE BULKHEAD FITTING CAP,Fittings,0.00,RM,02032025RM1167,12.7300,0.000000
TC050.D,50/40MM MALE B/H FITTING DIESEL,Fittings,40.00,RM,02032025RM1169,58.8000,2352.000000
TC050.E,50/40MM MALE BULKHEAD FITTING + ELBOW,Fittings,0.00,RM,02032025RM1170,81.1100,0.000000
TC050.EL/T,50/40MM MALE B/H/F LG. SERIES + ELBOW,Fittings,0.00,RM,02032025RM1171,84.1700,0.000000
TC050.LN,50/40MM MALE B/H FITTING LONG SERIES,Fittings,0.00,RM,02032025RM1172,0.0000,0.000000
TC075.0,75MM MALE BULKHEAD FITTING,Fittings,25.00,RM,02032025RM1173,89.6000,2240.000000
