ItemCode,Description,CategoryDescript,Sum_Qty,StoreCode,LotNumber,Unit_Cost,Value_On_Hand,TextUserField1,TextUserField2,TextUserField3,NumericUserField1,NumericUserField2,NumericUserField3
P12,Mixed Pallet,NAD,1,L104,29042025L1041350,0.0000,0.0000,L104,,,0.00,0.00,0.00
P1208,Mixed Pallet,NAD,1,L306,29042025L3062007,0.0000,0.0000,L306,,,0.00,0.00,0.00
P1209,Mixed Pallet,NAD,1,L312,29042025L3122008,0.0000,0.0000,L312,,,0.00,0.00,0.00
P1210,Mixed Pallet,NAD,1,L310,29042025L3102009,0.0000,0.0000,L310,,,0.00,0.00,0.00
P1211,Mixed Pallet,NAD,1,L336,29042025L3362024,0.0000,0.0000,L336,,,0.00,0.00,0.00
P1212,Mixed Pallet,NAD,1,L315,29042025L3152011,0.0000,0.0000,L315,,,0.00,0.00,0.00
P1214,Mixed Pallet,NAD,1,L133,29042025L1332012,0.0000,0.0000,L133,,,0.00,0.00,0.00
P1215,Mixed Pallet,NAD,1,L215,29042025L2152013,0.0000,0.0000,L215,,,0.00,0.00,0.00
P127,Mixed Pallet,NAD,1,L206,29042025L2062088,0.0000,0.0000,L206,,,0.00,0.00,0.00
P1281,Mixed Pallet,NAD,1,M304,29042025M3042044,0.0000,0.0000,M304,,,0.00,0.00,0.00
P1282,Mixed Pallet,NAD,1,M313,29042025M3132045,0.0000,0.0000,M313,,,0.00,0.00,0.00
P1283,Mixed Pallet,NAD,1,M325,29042025M3252046,0.0000,0.0000,M325,,,0.00,0.00,0.00
P1285,Mixed Pallet,NAD,1,L201,29042025L2012047,0.0000,0.0000,L201,,,0.00,0.00,0.00
P1290,Mixed Pallet,NAD,1,M309,29042025M3092048,0.0000,0.0000,M309,,,0.00,0.00,0.00
P1291,Mixed Pallet,NAD,1,M303,29042025M3032049,0.0000,0.0000,M303,,,0.00,0.00,0.00
P1296,Mixed Pallet,NAD,1,M330,29042025M3302050,0.0000,0.0000,M330,,,0.00,0.00,0.00
P1299,Mixed Pallet,NAD,1,M227,29042025M2272051,0.0000,0.0000,M227,,,0.00,0.00,0.00
P13,Mixed Pallet,NAD,1,M130,29042025M1301351,0.0000,0.0000,M130,,,0.00,0.00,0.00
P1352,Mixed Pallet,NAD,1,M219,29042025M2192083,0.0000,0.0000,M219,,,0.00,0.00,0.00
P1354,Mixed Pallet,NAD,1,M221,29042025M2212082,0.0000,0.0000,M221,,,0.00,0.00,0.00
P1369,Mixed Pallet,NAD,1,L322,29042025L3222084,0.0000,0.0000,L322,,,0.00,0.00,0.00
P1370,Mixed Pallet,NAD,1,L319,29042025L3192085,0.0000,0.0000,L319,,,0.00,0.00,0.00
P1374,Mixed Pallet,NAD,1,Q020,29042025Q0202090,0.0000,0.0000,Q020,,,0.00,0.00,0.00
P1375,Mixed Pallet,NAD,1,Q019,29042025Q0192091,0.0000,0.0000,Q019,,,0.00,0.00,0.00
P1376,Mixed Pallet,NAD,1,Q020,29042025Q0202092,0.0000,0.0000,Q020,,,0.00,0.00,0.00
P1377,Mixed Pallet,NAD,1,Q020,29042025Q0202093,0.0000,0.0000,Q020,,,0.00,0.00,0.00
P1378,Mixed Pallet,NAD,1,Q020,29042025Q0202094,0.0000,0.0000,Q020,,,0.00,0.00,0.00
P1379,Mixed Pallet,NAD,1,Q019,29042025Q0192095,0.0000,0.0000,Q019,,,0.00,0.00,0.00
P1380,Mixed Pallet,NAD,1,Q020,29042025Q0202096,0.0000,0.0000,Q020,,,0.00,0.00,0.00
P1381,Mixed Pallet,NAD,1,Q019,29042025Q0192097,0.0000,0.0000,Q019,,,0.00,0.00,0.00
P1382,Mixed Pallet,NAD,1,Q021,29042025Q0212098,0.0000,0.0000,Q021,,,0.00,0.00,0.00
P1383,Mixed Pallet,NAD,1,Q020,29042025Q0202099,0.0000,0.0000,Q020,,,0.00,0.00,0.00
P1384,Mixed Pallet,NAD,1,Q020,29042025Q0202100,0.0000,0.0000,Q020,,,0.00,0.00,0.00
P1385,Mixed Pallet,NAD,1,Q019,29042025Q0192101,0.0000,0.0000,Q019,,,0.00,0.00,0.00
P1427,Mixed Pallet,NAD,1,M225,29042025M2252111,0.0000,0.0000,M225,,,0.00,0.00,0.00
P1429,Mixed Pallet,NAD,1,L037,29042025L0372112,0.0000,0.0000,L037,,,0.00,0.00,0.00
P1431,Mixed Pallet,NAD,1,L039,29042025L0392113,0.0000,0.0000,L039,,,0.00,0.00,0.00
P1432,Mixed Pallet,NAD,1,M228,29042025M2282114,0.0000,0.0000,M228,,,0.00,0.00,0.00
P1434,Mixed Pallet,NAD,1,M207,29042025M2072117,0.0000,0.0000,M207,,,0.00,0.00,0.00
P1436,Mixed Pallet,NAD,1,M109,29042025M1092118,0.0000,0.0000,M109,,,0.00,0.00,0.00
P1437,Mixed Pallet,NAD,1,M110,29042025M1102119,0.0000,0.0000,M110,,,0.00,0.00,0.00
P1475,Mixed Pallet,NAD,1,L134,29042025L1342158,0.0000,0.0000,L134,,,0.00,0.00,0.00
P1528,Mixed Pallet,NAD,1,M034,29042025M0342190,0.0000,0.0000,M034,,,0.00,0.00,0.00
P1530,Mixed Pallet,NAD,1,L036,29042025L0362191,0.0000,0.0000,L036,,,0.00,0.00,0.00
P1532,Mixed Pallet,NAD,1,M039,29042025M0392192,0.0000,0.0000,M039,,,0.00,0.00,0.00
P1533,Mixed Pallet,NAD,1,L006,29042025L0062193,0.0000,0.0000,L006,,,0.00,0.00,0.00
P1534,Mixed Pallet,NAD,1,M006,29042025M0062195,0.0000,0.0000,M006,,,0.00,0.00,0.00
P1535,Mixed Pallet,NAD,1,I116,29042025I1162194,0.0000,0.0000,I116,,,0.00,0.00,0.00
P1553,Mixed Pallet,NAD,1,K306,29042025K3062209,0.0000,0.0000,K306,,,0.00,0.00,0.00
P1554,Mixed Pallet,NAD,1,K307,29042025K3072210,0.0000,0.0000,K307,,,0.00,0.00,0.00
P1555,Mixed Pallet,NAD,1,K303,29042025K3032211,0.0000,0.0000,K303,,,0.00,0.00,0.00
P1556,Mixed Pallet,NAD,1,K312,29042025K3122212,0.0000,0.0000,K312,,,0.00,0.00,0.00
P1557,Mixed Pallet,NAD,1,N309,29042025N3092213,0.0000,0.0000,N309,,,0.00,0.00,0.00
P1558,Mixed Pallet,NAD,1,K318,29042025K3182214,0.0000,0.0000,K318,,,0.00,0.00,0.00
P1559,Mixed Pallet,NAD,1,K301,29042025K3012215,0.0000,0.0000,K301,,,0.00,0.00,0.00
P1560,Mixed Pallet,NAD,1,N328,29042025N3282216,0.0000,0.0000,N328,,,0.00,0.00,0.00
P1561,Mixed Pallet,NAD,1,N331,29042025N3312217,0.0000,0.0000,N331,,,0.00,0.00,0.00
P1562,Mixed Pallet,NAD,1,N330,29042025N3302218,0.0000,0.0000,N330,,,0.00,0.00,0.00
P1563,Mixed Pallet,NAD,1,N333,29042025N3332219,0.0000,0.0000,N333,,,0.00,0.00,0.00
P1564,Mixed Pallet,NAD,1,N325,29042025N3252220,0.0000,0.0000,N325,,,0.00,0.00,0.00
P1565,Mixed Pallet,NAD,1,N334,29042025N3342221,0.0000,0.0000,N334,,,0.00,0.00,0.00
P1566,Mixed Pallet,NAD,1,K309,29042025K3092222,0.0000,0.0000,K309,,,0.00,0.00,0.00
P1567,Mixed Pallet,NAD,1,N306,29042025N3062223,0.0000,0.0000,N306,,,0.00,0.00,0.00
P1568,Mixed Pallet,NAD,1,N304,29042025N3042224,0.0000,0.0000,N304,,,0.00,0.00,0.00
P1569,Mixed Pallet,NAD,1,N327,29042025N3272225,0.0000,0.0000,N327,,,0.00,0.00,0.00
P1570,Mixed Pallet,NAD,1,L021,29042025L0212226,0.0000,0.0000,L021,,,0.00,0.00,0.00
P1573,Mixed Pallet,NAD,1,L034,29042025L0342227,0.0000,0.0000,L034,,,0.00,0.00,0.00
P1575,Mixed Pallet,NAD,1,I115,29042025I1152228,0.0000,0.0000,I115,,,0.00,0.00,0.00
P1576,Mixed Pallet,NAD,1,L004,29042025L0042229,0.0000,0.0000,L004,,,0.00,0.00,0.00
P1577,Mixed Pallet,NAD,1,M312,29042025M3122230,0.0000,0.0000,M312,,,0.00,0.00,0.00
P1578,Mixed Pallet,NAD,1,L022,29042025L0222231,0.0000,0.0000,L022,,,0.00,0.00,0.00
P1579,Mixed Pallet,NAD,1,L019,29042025L0192232,0.0000,0.0000,L019,,,0.00,0.00,0.00
P1580,Mixed Pallet,NAD,1,L028,29042025L0282233,0.0000,0.0000,L028,,,0.00,0.00,0.00
P1581,Mixed Pallet,NAD,1,L016,29042025L0162234,0.0000,0.0000,L016,,,0.00,0.00,0.00
P1582,Mixed Pallet,NAD,1,N337,29042025N3372235,0.0000,0.0000,N337,,,0.00,0.00,0.00
P1583,Mixed Pallet,NAD,1,L025,29042025L0252236,0.0000,0.0000,L025,,,0.00,0.00,0.00
P1584,Mixed Pallet,NAD,1,L018,29042025L0182237,0.0000,0.0000,L018,,,0.00,0.00,0.00
P1585,Mixed Pallet,NAD,1,L012,29042025L0122238,0.0000,0.0000,L012,,,0.00,0.00,0.00
P1586,Mixed Pallet,NAD,1,N339,29042025N3392239,0.0000,0.0000,N339,,,0.00,0.00,0.00
P1587,Mixed Pallet,NAD,1,L203,29042025L2032240,0.0000,0.0000,L203,,,0.00,0.00,0.00
P1588,Mixed Pallet,NAD,1,L013,29042025L0132241,0.0000,0.0000,L013,,,0.00,0.00,0.00
P1590,Mixed Pallet,NAD,1,N303,29042025N3032243,0.0000,0.0000,N303,,,0.00,0.00,0.00
P1591,Mixed Pallet,NAD,1,N301,29042025N3012244,0.0000,0.0000,N301,,,0.00,0.00,0.00
P1592,Mixed Pallet,NAD,1,K304,29042025K3042245,0.0000,0.0000,K304,,,0.00,0.00,0.00
P1593,Mixed Pallet,NAD,1,K310,29042025K3102246,0.0000,0.0000,K310,,,0.00,0.00,0.00
P1594,Mixed Pallet,NAD,1,I113,29042025I1132247,0.0000,0.0000,I113,,,0.00,0.00,0.00
P1595,Mixed Pallet,NAD,1,I331,29042025I3312248,0.0000,0.0000,I331,,,0.00,0.00,0.00
P1596,Mixed Pallet,NAD,1,I333,29042025I3332249,0.0000,0.0000,I333,,,0.00,0.00,0.00
P1597,Mixed Pallet,NAD,1,M307,29042025M3072250,0.0000,0.0000,M307,,,0.00,0.00,0.00
P1598,Mixed Pallet,NAD,1,I334,29042025I3342251,0.0000,0.0000,I334,,,0.00,0.00,0.00
P1599,Mixed Pallet,NAD,1,I336,29042025I3362252,0.0000,0.0000,I336,,,0.00,0.00,0.00
P16,Mixed Pallet,NAD,1,L207,29042025L2071352,0.0000,0.0000,L207,,,0.00,0.00,0.00
P1600,Mixed Pallet,NAD,1,I325,29042025I3252253,0.0000,0.0000,I325,,,0.00,0.00,0.00
P1601,Mixed Pallet,NAD,1,I339,29042025I3392254,0.0000,0.0000,I339,,,0.00,0.00,0.00
P1602,Mixed Pallet,NAD,1,I337,29042025I3372255,0.0000,0.0000,I337,,,0.00,0.00,0.00
P1603,Mixed Pallet,NAD,1,I327,29042025I3272256,0.0000,0.0000,I327,,,0.00,0.00,0.00
P1604,Mixed Pallet,NAD,1,I328,29042025I3282257,0.0000,0.0000,I328,,,0.00,0.00,0.00
P1605,Mixed Pallet,NAD,1,I330,29042025I3302258,0.0000,0.0000,I330,,,0.00,0.00,0.00
P1606,Mixed Pallet,NAD,1,V015,29042025V0152259,0.0000,0.0000,V015,,,0.00,0.00,0.00
P1607,Mixed Pallet,NAD,1,M203,29042025M2032260,0.0000,0.0000,M203,,,0.00,0.00,0.00
P1608,Mixed Pallet,NAD,1,N037,29042025N0372261,0.0000,0.0000,N037,,,0.00,0.00,0.00
P1613,Mixed Pallet,NAD,1,M127,29042025M1272287,0.0000,0.0000,M127,,,0.00,0.00,0.00
P1614,Mixed Pallet,NAD,1,L204,29042025L2042284,0.0000,0.0000,L204,,,0.00,0.00,0.00
P1616,Mixed Pallet,NAD,1,M324,29042025M3242285,0.0000,0.0000,M324,,,0.00,0.00,0.00
P1617,Mixed Pallet,NAD,1,M128,29042025M1282286,0.0000,0.0000,M128,,,0.00,0.00,0.00
P1632,Mixed Pallet,NAD,1,J027,29042025J0272277,0.0000,0.0000,J027,,,0.00,0.00,0.00
P1633,Mixed Pallet,NAD,1,L121,29042025L1212278,0.0000,0.0000,L121,,,0.00,0.00,0.00
P1634,Mixed Pallet,NAD,1,J025,29042025J0252279,0.0000,0.0000,J025,,,0.00,0.00,0.00
P1635,Mixed Pallet,NAD,1,J024,29042025J0242280,0.0000,0.0000,J024,,,0.00,0.00,0.00
P1636,Mixed Pallet,NAD,1,J021,29042025J0212281,0.0000,0.0000,J021,,,0.00,0.00,0.00
P1637,Mixed Pallet,NAD,1,M015,29042025M0152282,0.0000,0.0000,M015,,,0.00,0.00,0.00
P1641,Mixed Pallet,NAD,1,M136,29042025M1362283,0.0000,0.0000,M136,,,0.00,0.00,0.00
P1661,Mixed Pallet,NAD,1,K336,29042025K3362319,0.0000,0.0000,K336,,,0.00,0.00,0.00
P1662,Mixed Pallet,NAD,1,K339,29042025K3392320,0.0000,0.0000,K339,,,0.00,0.00,0.00
P1663,Mixed Pallet,NAD,1,K334,29042025K3342321,0.0000,0.0000,K334,,,0.00,0.00,0.00
P1664,Mixed Pallet,NAD,1,K337,29042025K3372322,0.0000,0.0000,K337,,,0.00,0.00,0.00
P1665,Mixed Pallet,NAD,1,K333,29042025K3332323,0.0000,0.0000,K333,,,0.00,0.00,0.00
P1709,Mixed Pallet,NAD,1,L101,29042025L1012324,0.0000,0.0000,L101,,,0.00,0.00,0.00
P1710,Mixed Pallet,NAD,1,M336,29042025M3362325,0.0000,0.0000,M336,,,0.00,0.00,0.00
P1711,Mixed Pallet,NAD,1,L125,29042025L1252326,0.0000,0.0000,L125,,,0.00,0.00,0.00
P1712,Mixed Pallet,NAD,1,M334,29042025M3342327,0.0000,0.0000,M334,,,0.00,0.00,0.00
P1713,Mixed Pallet,NAD,1,L330,29042025L3302328,0.0000,0.0000,L330,,,0.00,0.00,0.00
P1715,Mixed Pallet,NAD,1,M327,29042025M3272329,0.0000,0.0000,M327,,,0.00,0.00,0.00
P1718,Mixed Pallet,NAD,1,M224,29042025M2242330,0.0000,0.0000,M224,,,0.00,0.00,0.00
P1719,Mixed Pallet,NAD,1,L103,29042025L1032331,0.0000,0.0000,L103,,,0.00,0.00,0.00
P1720,Mixed Pallet,NAD,1,L339,29042025L3392332,0.0000,0.0000,L339,,,0.00,0.00,0.00
P1721,Mixed Pallet,NAD,1,M137,29042025M1372333,0.0000,0.0000,M137,,,0.00,0.00,0.00
P1723,Mixed Pallet,NAD,1,L318,29042025L3182334,0.0000,0.0000,L318,,,0.00,0.00,0.00
P1724,Mixed Pallet,NAD,1,M306,29042025M3062335,0.0000,0.0000,M306,,,0.00,0.00,0.00
P1725,Mixed Pallet,NAD,1,L337,29042025L3372336,0.0000,0.0000,L337,,,0.00,0.00,0.00
P1726,Mixed Pallet,NAD,1,L137,29042025L1372338,0.0000,0.0000,L137,,,0.00,0.00,0.00
P1727,Mixed Pallet,NAD,1,L033,29042025L0332337,0.0000,0.0000,L033,,,0.00,0.00,0.00
P1728,Mixed Pallet,NAD,1,L334,29042025L3342339,0.0000,0.0000,L334,,,0.00,0.00,0.00
P1749,Mixed Pallet,NAD,1,L327,29042025L3272342,0.0000,0.0000,L327,,,0.00,0.00,0.00
P1750,Mixed Pallet,NAD,1,K010,29042025K0102343,0.0000,0.0000,K010,,,0.00,0.00,0.00
P1751,Mixed Pallet,NAD,1,M007,29042025M0072367,0.0000,0.0000,M007,,,0.00,0.00,0.00
P1764,Mixed Pallet,NAD,1,K316,29042025K3162384,0.0000,0.0000,K316,,,0.00,0.00,0.00
P1765,Mixed Pallet,NAD,1,K313,29042025K3132385,0.0000,0.0000,K313,,,0.00,0.00,0.00
P1766,Mixed Pallet,NAD,1,K315,29042025K3152386,0.0000,0.0000,K315,,,0.00,0.00,0.00
P1767,Mixed Pallet,NAD,1,K319,29042025K3192387,0.0000,0.0000,K319,,,0.00,0.00,0.00
P177,Mixed Pallet,NAD,1,M230,29042025M2301353,0.0000,0.0000,M230,,,0.00,0.00,0.00
P1778,Mixed Pallet,NAD,1,J030,29042025J0302388,0.0000,0.0000,J030,,,0.00,0.00,0.00
P1779,Mixed Pallet,NAD,1,K037,29042025K0372389,0.0000,0.0000,K037,,,0.00,0.00,0.00
P1780,Mixed Pallet,NAD,1,J016,29042025J0162390,0.0000,0.0000,J016,,,0.00,0.00,0.00
P1781,Mixed Pallet,NAD,1,J015,29042025J0152391,0.0000,0.0000,J015,,,0.00,0.00,0.00
P1782,Mixed Pallet,NAD,1,J012,29042025J0122392,0.0000,0.0000,J012,,,0.00,0.00,0.00
P1783,Mixed Pallet,NAD,1,J010,29042025J0102393,0.0000,0.0000,J010,,,0.00,0.00,0.00
P1784,Mixed Pallet,NAD,1,J004,29042025J0042394,0.0000,0.0000,J004,,,0.00,0.00,0.00
P1786,Mixed Pallet,NAD,1,L001,29042025L0012395,0.0000,0.0000,L001,,,0.00,0.00,0.00
P1787,Mixed Pallet,NAD,1,J007,29042025J0072396,0.0000,0.0000,J007,,,0.00,0.00,0.00
P1788,Mixed Pallet,NAD,1,M301,29042025M3012397,0.0000,0.0000,M301,,,0.00,0.00,0.00
P1789,Mixed Pallet,NAD,1,L333,29042025L3332398,0.0000,0.0000,L333,,,0.00,0.00,0.00
P179,Mixed Pallet,NAD,1,L213,29042025L2131354,0.0000,0.0000,L213,,,0.00,0.00,0.00
P1790,Mixed Pallet,NAD,1,M215,29042025M2152399,0.0000,0.0000,M215,,,0.00,0.00,0.00
P1791,Mixed Pallet,NAD,1,M125,29042025M1252400,0.0000,0.0000,M125,,,0.00,0.00,0.00
P1797,Mixed Pallet,NAD,1,I107,29042025I1072401,0.0000,0.0000,I107,,,0.00,0.00,0.00
P1798,Mixed Pallet,NAD,1,I109,29042025I1092433,0.0000,0.0000,I109,,,0.00,0.00,0.00
P180,Mixed Pallet,NAD,1,M206,29042025M2061355,0.0000,0.0000,M206,,,0.00,0.00,0.00
P1802,Mixed Pallet,NAD,1,V015,29042025V0152405,0.0000,0.0000,V015,,,0.00,0.00,0.00
P1803,Mixed Pallet,NAD,1,L131,29042025L1312406,0.0000,0.0000,L131,,,0.00,0.00,0.00
P1804,Mixed Pallet,NAD,1,L206,29042025L2062407,0.0000,0.0000,L206,,,0.00,0.00,0.00
P1805,Mixed Pallet,NAD,1,V015,29042025V0152408,0.0000,0.0000,V015,,,0.00,0.00,0.00
P1806,Mixed Pallet,NAD,1,M104,29042025M1042409,0.0000,0.0000,M104,,,0.00,0.00,0.00
P1807,Mixed Pallet,NAD,1,M133,29042025M1332410,0.0000,0.0000,M133,,,0.00,0.00,0.00
P1808,Mixed Pallet,NAD,1,M218,29042025M2182411,0.0000,0.0000,M218,,,0.00,0.00,0.00
P1809,Mixed Pallet,NAD,1,M216,29042025M2162412,0.0000,0.0000,M216,,,0.00,0.00,0.00
P181,Mixed Pallet,NAD,1,M213,29042025M2131356,0.0000,0.0000,M213,,,0.00,0.00,0.00
P1810,Mixed Pallet,NAD,1,M116,29042025M1162413,0.0000,0.0000,M116,,,0.00,0.00,0.00
P1811,Mixed Pallet,NAD,1,L015,29042025L0152414,0.0000,0.0000,L015,,,0.00,0.00,0.00
P1812,Mixed Pallet,NAD,1,K016,29042025K0162415,0.0000,0.0000,K016,,,0.00,0.00,0.00
P1813,Mixed Pallet,NAD,1,J019,29042025J0192416,0.0000,0.0000,J019,,,0.00,0.00,0.00
P1814,Mixed Pallet,NAD,1,M209,29042025M2092417,0.0000,0.0000,M209,,,0.00,0.00,0.00
P1815,Mixed Pallet,NAD,1,I001,29042025I0012418,0.0000,0.0000,I001,,,0.00,0.00,0.00
P1816,Mixed Pallet,NAD,1,M012,29042025M0122419,0.0000,0.0000,M012,,,0.00,0.00,0.00
P1820,Mixed Pallet,NAD,1,L010,29042025L0102420,0.0000,0.0000,L010,,,0.00,0.00,0.00
P1821,Mixed Pallet,NAD,1,I118,29042025I1182421,0.0000,0.0000,I118,,,0.00,0.00,0.00
P1822,Mixed Pallet,NAD,1,L007,29042025L0072422,0.0000,0.0000,L007,,,0.00,0.00,0.00
P1823,Mixed Pallet,NAD,1,M016,29042025M0162423,0.0000,0.0000,M016,,,0.00,0.00,0.00
P1824,Mixed Pallet,NAD,1,M025,29042025M0252424,0.0000,0.0000,M025,,,0.00,0.00,0.00
P1825,Mixed Pallet,NAD,1,M009,29042025M0092432,0.0000,0.0000,M009,,,0.00,0.00,0.00
P1826,Mixed Pallet,NAD,1,M003,29042025M0032425,0.0000,0.0000,M003,,,0.00,0.00,0.00
P1827,Mixed Pallet,NAD,1,M024,29042025M0242426,0.0000,0.0000,M024,,,0.00,0.00,0.00
P1828,Mixed Pallet,NAD,1,M013,29042025M0132427,0.0000,0.0000,M013,,,0.00,0.00,0.00
P1829,Mixed Pallet,NAD,1,M010,29042025M0102428,0.0000,0.0000,M010,,,0.00,0.00,0.00
P1830,Mixed Pallet,NAD,1,M001,29042025M0012429,0.0000,0.0000,M001,,,0.00,0.00,0.00
P1831,Mixed Pallet,NAD,1,M004,29042025M0042288,0.0000,0.0000,M004,,,0.00,0.00,0.00
P1832,Mixed Pallet,NAD,1,L027,29042025L0272430,0.0000,0.0000,L027,,,0.00,0.00,0.00
P1833,Mixed Pallet,NAD,1,M121,29042025M1212431,0.0000,0.0000,M121,,,0.00,0.00,0.00
P1858,Mixed Pallet,NAD,1,L218,29042025L2182448,0.0000,0.0000,L218,,,0.00,0.00,0.00
P1859,Mixed Pallet,NAD,1,L136,29042025L1362449,0.0000,0.0000,L136,,,0.00,0.00,0.00
P1860,Mixed Pallet,NAD,1,M128,29042025M1282441,0.0000,0.0000,M128,,,0.00,0.00,0.00
P1861,Mixed Pallet,NAD,1,K331,29042025K3312439,0.0000,0.0000,K331,,,0.00,0.00,0.00
P1862,Mixed Pallet,NAD,1,J022,29042025J0222440,0.0000,0.0000,J022,,,0.00,0.00,0.00
P1863,Mixed Pallet,NAD,1,K330,29042025K3302442,0.0000,0.0000,K330,,,0.00,0.00,0.00
P1864,Mixed Pallet,NAD,1,M234,29042025M2342438,0.0000,0.0000,M234,,,0.00,0.00,0.00
P1865,Mixed Pallet,NAD,1,M222,29042025M2222443,0.0000,0.0000,M222,,,0.00,0.00,0.00
P1866,Mixed Pallet,NAD,1,K024,29042025K0242437,0.0000,0.0000,K024,,,0.00,0.00,0.00
P1867,Mixed Pallet,NAD,1,K322,29042025K3222445,0.0000,0.0000,K322,,,0.00,0.00,0.00
P1868,Mixed Pallet,NAD,1,K321,29042025K3212444,0.0000,0.0000,K321,,,0.00,0.00,0.00
P1869,Mixed Pallet,NAD,1,K324,29042025K3242447,0.0000,0.0000,K324,,,0.00,0.00,0.00
P1870,Mixed Pallet,NAD,1,L321,29042025L3212434,0.0000,0.0000,L321,,,0.00,0.00,0.00
P1871,Mixed Pallet,NAD,1,L316,29042025L3162435,0.0000,0.0000,L316,,,0.00,0.00,0.00
P1872,Mixed Pallet,NAD,1,L324,29042025L3242446,0.0000,0.0000,L324,,,0.00,0.00,0.00
P1873,Mixed Pallet,NAD,1,L024,29042025L0242436,0.0000,0.0000,L024,,,0.00,0.00,0.00
P1874,Mixed Pallet,NAD,1,M339,29042025M3392450,0.0000,0.0000,M339,,,0.00,0.00,0.00
P1878,Mixed Pallet,NAD,1,V010,29042025V0102472,0.0000,0.0000,V010,,,0.00,0.00,0.00
P1879,Mixed Pallet,NAD,1,V010,29042025V0102473,0.0000,0.0000,V010,,,0.00,0.00,0.00
P1881,Mixed Pallet,NAD,1,V009,29042025V0092475,0.0000,0.0000,V009,,,0.00,0.00,0.00
P1882,Mixed Pallet,NAD,1,V009,29042025V0092692,0.0000,0.0000,V009,,,0.00,0.00,0.00
P1883,Mixed Pallet,NAD,1,V010,29042025V0102690,0.0000,0.0000,V010,,,0.00,0.00,0.00
P1884,Mixed Pallet,NAD,1,V009,29042025V0092694,0.0000,0.0000,V009,,,0.00,0.00,0.00
P1885,Mixed Pallet,NAD,1,V009,29042025V0092691,0.0000,0.0000,V009,,,0.00,0.00,0.00
P1888,Mixed Pallet,NAD,1,V009,29042025V0092693,0.0000,0.0000,V009,,,0.00,0.00,0.00
P1889,Mixed Pallet,NAD,1,V009,29042025V0092477,0.0000,0.0000,V009,,,0.00,0.00,0.00
P1890,Mixed Pallet,NAD,1,V014,29042025V0142478,0.0000,0.0000,V014,,,0.00,0.00,0.00
P1891,Mixed Pallet,NAD,1,V014,29042025V0142479,0.0000,0.0000,V014,,,0.00,0.00,0.00
P1892,Mixed Pallet,NAD,1,V014,29042025V0142480,0.0000,0.0000,V014,,,0.00,0.00,0.00
P1893,Mixed Pallet,NAD,1,V014,29042025V0142481,0.0000,0.0000,V014,,,0.00,0.00,0.00
P1894,Mixed Pallet,NAD,1,V014,29042025V0142482,0.0000,0.0000,V014,,,0.00,0.00,0.00
P1895,Mixed Pallet,NAD,1,V014,29042025V0142483,0.0000,0.0000,V014,,,0.00,0.00,0.00
P1896,Mixed Pallet,NAD,1,V014,29042025V0142484,0.0000,0.0000,V014,,,0.00,0.00,0.00
P1897,Mixed Pallet,NAD,1,V014,29042025V0142485,0.0000,0.0000,V014,,,0.00,0.00,0.00
P1898,Mixed Pallet,NAD,1,V014,29042025V0142486,0.0000,0.0000,V014,,,0.00,0.00,0.00
P1899,Mixed Pallet,NAD,1,M033,29042025M0332487,0.0000,0.0000,M033,,,0.00,0.00,0.00
P19,Mixed Pallet,NAD,1,L239,29042025L2391357,0.0000,0.0000,L239,,,0.00,0.00,0.00
P1900,Mixed Pallet,NAD,1,V013,29042025V0132488,0.0000,0.0000,V013,,,0.00,0.00,0.00
P1901,Mixed Pallet,NAD,1,V013,29042025V0132489,0.0000,0.0000,V013,,,0.00,0.00,0.00
P1902,Mixed Pallet,NAD,1,V013,29042025V0132490,0.0000,0.0000,V013,,,0.00,0.00,0.00
P1903,Mixed Pallet,NAD,1,V013,29042025V0132491,0.0000,0.0000,V013,,,0.00,0.00,0.00
P1904,Mixed Pallet,NAD,1,V013,29042025V0132492,0.0000,0.0000,V013,,,0.00,0.00,0.00
P1905,Mixed Pallet,NAD,1,V013,29042025V0132493,0.0000,0.0000,V013,,,0.00,0.00,0.00
P1906,Mixed Pallet,NAD,1,V013,29042025V0132494,0.0000,0.0000,V013,,,0.00,0.00,0.00
P1907,Mixed Pallet,NAD,1,V013,29042025V0132495,0.0000,0.0000,V013,,,0.00,0.00,0.00
P1908,Mixed Pallet,NAD,1,V013,29042025V0132496,0.0000,0.0000,V013,,,0.00,0.00,0.00
P1909,Mixed Pallet,NAD,1,V013,29042025V0132497,0.0000,0.0000,V013,,,0.00,0.00,0.00
P1910,Mixed Pallet,NAD,1,M131,29042025M1312498,0.0000,0.0000,M131,,,0.00,0.00,0.00
P1911,Mixed Pallet,NAD,1,V010,29042025V0102499,0.0000,0.0000,V010,,,0.00,0.00,0.00
P1912,Mixed Pallet,NAD,1,V010,29042025V0102500,0.0000,0.0000,V010,,,0.00,0.00,0.00
P1913,Mixed Pallet,NAD,1,V010,29042025V0102501,0.0000,0.0000,V010,,,0.00,0.00,0.00
P1914,Mixed Pallet,NAD,1,V010,29042025V0102502,0.0000,0.0000,V010,,,0.00,0.00,0.00
P1915,Mixed Pallet,NAD,1,V010,29042025V0102503,0.0000,0.0000,V010,,,0.00,0.00,0.00
P1916,Mixed Pallet,NAD,1,V011,29042025V0112504,0.0000,0.0000,V011,,,0.00,0.00,0.00
P1917,Mixed Pallet,NAD,1,V008,29042025V0082505,0.0000,0.0000,V008,,,0.00,0.00,0.00
